athlete_id,playing_level,first_test_date,last_test_date,n_sessions,body_weight_bin,relative_strength,jump_height_(imp-mom)_[cm]_mean_cmj,lower-limb_stiffness_[n/m]_mean_cmj,peak_power_[w]_mean_cmj,peak_power_/_bm_[w/kg]_mean_cmj,eccentric_braking_rfd_[n/s]_mean_cmj,eccentric_duration_[ms]_mean_cmj,concentric_duration_[ms]_mean_cmj,rsi-modified_[m/s]_mean_cmj,countermovement_depth_[cm]_mean_cmj,"cmj_stiffness_asymmetry_[%_l,r]_mean_cmj","eccentric_deceleration_impulse_(asymmetry)_[%_l,r]_mean_cmj","p1_concentric_impulse_asymmetry_[%_l,r]_mean_cmj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_cmj",concentric_peak_force_[n]_mean_cmj,eccentric_peak_force_[n]_mean_cmj,minimum_eccentric_force_[n]_mean_cmj,jump_height_(imp-mom)_[cm]_mean_sj,peak_power_[w]_mean_sj,peak_power_/_bm_[w/kg]_mean_sj,"p1_concentric_impulse_asymmetry_[%_l,r]_mean_sj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_sj",peak_vertical_force_[n]_max_imtp,net_peak_vertical_force_[n]_max_imtp,force_at_100ms_[n]_max_imtp,force_at_150ms_[n]_max_imtp,force_at_200ms_[n]_max_imtp,best_active_stiffness_[n/m]_mean_ht,best_jump_height_(flight_time)_[cm]_mean_ht,best_rsi_(flight/contact_time)_mean_ht,best_rsi_(jump_height/contact_time)_[m/s]_mean_ht,peak_takeoff_force_[n]_mean_pp,peak_eccentric_force_[n]_mean_pp,"peak_takeoff_force_asymmetry_[%_l,r]_mean_pp","peak_eccentric_force_asymmetry_[%_l,r]_mean_pp",TSpineRomR,TSpineRomL,ShoulderERL,ShoulderERR,ShoulderIRL,ShoulderIRR
P-B14C4ED0,College,2020-09-24,2020-09-24,1,160-170 lbs,2.35,37.83,3988.28,3887.9,50.47,5577.72,540.5,364.0,0.45,-50.04,-5.16,1.61,-3.37,-8.9,2060.58,2086.83,86.65,35.76,3845.26,49.92,-0.65,-6.0,2528.26,1775.4,1158.25,1365.23,1659.64,33430.94,36.01,2.74,179.44,,,,,45.0,68.0,38.0,41.7,33.0,50.9
P-57939F8B,College,2020-10-19,2020-10-19,1,240-250 lbs,2.09,38.73,6208.57,6198.87,56.33,6161.86,555.75,277.0,0.48,-34.7,-0.11,9.71,1.4,-2.44,2619.83,2578.75,424.8,35.52,5616.92,51.04,3.22,1.81,3327.04,2254.58,1669.19,1962.87,2275.45,194962.46,25.09,1.91,108.21,,,,,56.0,45.0,53.4,47.8,64.7,81.5
P-95A7F7BA,College,2020-10-27,2021-01-22,3,170-180 lbs,4.24,45.64,5180.29,5410.273,66.2,5826.033,475.0,272.917,0.613,-35.9,-3.853,-2.94,-3.467,-7.583,2046.997,2030.977,172.277,41.417,4988.65,61.043,-1.423,-5.12,4199.233,3398.52,1334.43,1811.36,2366.397,40891.85,25.937,2.523,138.933,,,,,51.333,55.667,46.5,46.167,34.867,46.133
P-23A82CA8,College,2020-11-02,2020-11-02,1,220-230 lbs,2.05,26.35,3635.49,3917.42,39.04,3539.88,605.75,392.5,0.3,-43.85,7.23,15.36,6.62,0.63,1839.97,1738.84,156.7,22.48,3571.44,35.59,6.87,3.65,2998.2,2016.75,2151.7,2238.4,2294.3,26289.71,10.81,1.1,37.68,,,,,45.0,47.0,53.7,42.6,49.7,62.1
P-DB515E50,College,2020-11-03,2021-05-16,2,180-190 lbs,3.845,49.09,8000.5,5590.61,67.355,10876.705,427.46,214.0,0.885,-31.33,4.13,5.575,2.12,-2.085,2590.675,2590.625,86.585,44.22,5345.81,64.425,4.685,3.41,3947.3,3135.605,1579.7,2189.8,2672.55,41805.555,42.955,3.29,235.825,,,,,55.5,47.5,59.55,61.35,57.15,61.6
P-2BC7E092,College,2020-11-09,2020-11-09,1,170-180 lbs,3.66,44.88,4297.29,4451.54,55.99,5741.63,526.5,297.5,0.55,-40.87,16.4,17.46,11.08,10.17,1979.41,1964.7,208.05,37.52,4331.17,54.48,23.18,10.75,3632.8,2855.92,1535.1,2020.3,2513.6,48182.39,34.56,2.96,187.24,,,,,65.0,62.0,52.2,51.1,40.5,56.8
P-681700B5,College,2020-11-09,2021-01-20,3,170-180 lbs,4.323,48.12,7118.263,5134.793,66.15,10944.193,405.36,229.527,0.857,-33.933,4.487,6.193,4.883,-0.63,2436.947,2462.95,65.637,44.367,4818.903,62.083,16.267,1.217,4057.9,3293.08,1787.667,2310.533,2821.767,62366.053,29.503,3.093,189.123,,,,,57.333,54.0,50.067,47.833,53.9,57.233
P-FD0D03CB,College,2020-11-10,2022-11-07,6,190-200 lbs,4.182,50.467,7446.66,6242.283,71.208,9334.625,463.208,214.917,0.822,-32.36,11.278,21.198,8.993,2.215,2637.083,2601.068,224.803,44.817,5641.82,64.388,2.713,1.912,4449.473,3590.787,1319.512,1700.597,2205.553,46647.172,35.502,2.978,197.133,1058.28,869.81,8.2,6.04,48.833,51.667,45.16,47.417,40.96,48.45
P-06B5E486,College,2020-11-10,2020-11-10,1,190-200 lbs,5.03,42.01,5318.31,4858.11,55.28,6866.62,496.25,292.25,0.57,-40.03,-0.62,0.44,1.63,0.64,2288.1,2296.3,185.83,35.85,4505.88,51.27,3.18,3.47,5191.05,4333.36,954.9,1236.84,1595.85,60392.6,37.17,3.07,207.67,,,,,57.0,57.0,58.2,59.3,61.8,50.1
P-22335E38,College,2020-11-16,2021-02-15,2,170-180 lbs,3.635,42.75,7964.83,5159.71,63.05,8661.77,423.625,215.375,0.725,-27.17,5.515,-4.68,5.08,12.525,2375.79,2331.68,179.08,38.205,4684.795,57.265,-3.325,7.64,3719.05,2921.13,1934.25,2406.15,2791.0,76451.945,32.0,2.95,182.71,,,,,58.5,53.0,44.9,55.15,50.7,54.7
P-1AF314C9,College,2020-11-16,2020-12-16,2,180-190 lbs,3.64,47.94,5410.09,5489.6,65.465,5460.785,492.75,245.875,0.705,-32.225,14.86,10.095,17.255,11.79,2170.5,1962.405,233.63,41.92,4810.365,57.38,10.29,11.43,3819.25,2992.255,1214.0,1568.75,1993.95,46087.655,29.185,2.63,153.32,,,,,50.0,50.0,52.4,48.9,49.25,60.9
P-ACFDAA1D,College,2020-11-18,2021-02-09,2,180-190 lbs,3.0,46.21,5489.455,5234.865,60.77,6916.07,520.25,267.375,0.6,-38.16,6.58,14.52,3.275,-5.53,2309.515,2338.785,250.51,40.77,4997.855,58.005,15.17,-4.47,3396.45,2552.395,1255.35,1735.3,2191.4,38552.905,32.92,2.53,151.015,,,,,56.5,56.0,34.85,38.45,43.35,44.95
P-15B962EE,College,2020-11-18,2021-01-18,2,160-170 lbs,3.43,50.29,4466.985,4810.8,65.455,6216.355,476.0,279.375,0.715,-41.805,-4.375,-10.59,-3.515,-0.77,1938.68,1949.345,88.655,44.0,4294.22,58.435,0.57,-1.44,3187.35,2471.955,925.75,1226.6,1515.7,48658.735,31.31,2.68,171.04,,,,,58.5,61.0,50.3,49.25,44.45,44.1
P-846B89E9,College,2020-11-23,2021-11-10,3,190-200 lbs,3.25,32.507,6518.72,4304.7,48.13,7153.423,452.0,320.833,0.503,-38.803,-2.937,-3.05,-6.94,-10.067,2129.97,2140.597,70.933,27.65,3726.877,41.537,2.673,-11.023,3732.237,2851.827,1462.443,1685.277,2087.797,184068.26,30.023,2.583,152.303,,,,,56.0,68.0,39.267,39.1,48.0,45.4
P-4F11AF74,College,2020-11-23,2022-02-07,5,210-220 lbs,3.292,39.196,7712.658,5599.288,57.696,10921.788,422.8,239.984,0.658,-33.662,2.922,3.766,6.6,2.216,2680.026,2692.034,127.86,35.96,5110.608,52.656,1.608,3.792,4086.56,3136.002,2306.5,2987.92,3342.9,60157.748,22.208,2.378,123.568,,,,,55.8,54.0,37.04,38.08,32.84,40.36
P-6066D187,College,2020-11-24,2020-11-24,1,190-200 lbs,4.08,56.03,5004.75,6080.17,69.82,7070.68,582.75,282.5,0.71,-47.31,7.4,10.44,7.32,9.88,2566.51,2574.42,199.28,44.03,6088.41,69.91,9.7,5.68,4340.3,3486.63,1767.7,2365.8,2961.9,60198.82,31.88,2.96,186.83,,,,,53.0,45.0,57.0,74.6,50.2,56.8
P-B5A8E80C,College,2020-11-24,2022-07-11,6,170-180 lbs,4.442,49.48,6604.31,5433.975,69.11,10714.622,447.125,233.293,0.735,-36.165,-4.585,-3.552,-3.703,-1.627,2435.615,2451.373,73.342,45.422,5091.548,64.745,0.93,-2.782,4172.74,3406.508,1330.8,1791.48,2235.64,60513.162,36.617,3.363,223.09,,,,,67.167,64.167,52.433,55.2,54.15,58.117
P-9E938071,College,2020-11-30,2020-11-30,1,190-200 lbs,3.36,52.88,5828.84,6057.91,67.63,8533.64,478.0,270.5,0.75,-41.07,15.5,10.54,11.81,-0.51,2457.26,2465.4,74.49,44.18,5442.06,60.75,9.36,-1.7,3826.1,2947.33,1980.0,2630.0,2956.1,52144.12,31.88,2.88,184.3,,,,,57.0,57.0,63.9,70.3,55.3,60.8
P-C93D1164,College,2020-12-01,2022-01-19,3,190-200 lbs,3.29,40.52,4756.673,4815.163,54.05,6248.263,557.583,316.61,0.55,-45.327,2.767,4.927,0.467,-6.76,2379.363,2401.393,248.49,36.91,4829.38,54.187,12.307,-2.663,3714.7,2851.765,1836.35,2412.4,2610.05,60800.72,30.917,2.68,161.257,,,,,55.667,47.333,42.533,49.8,40.733,61.533
P-BA21BABD,College,2020-12-01,2021-12-29,2,180-190 lbs,5.25,53.17,4708.665,5509.5,65.825,7316.0,493.625,305.375,0.745,-46.935,16.93,22.43,12.48,3.965,2258.49,2275.34,65.16,44.865,5179.2,61.95,13.645,6.79,5248.6,4409.74,1272.5,1423.1,1814.8,63331.665,44.62,3.13,235.325,,,,,61.0,60.0,60.2,55.3,57.3,66.45
P-05DA6CE6,College,2020-12-01,2020-12-01,1,200-210 lbs,3.74,43.04,8054.32,5904.05,64.42,9346.21,367.0,225.5,0.73,-30.85,6.6,16.08,1.05,-3.28,2500.13,2487.61,5.47,37.9,4724.93,51.55,8.31,-2.83,4256.9,3357.73,2201.9,2912.1,3340.9,59607.6,25.33,2.62,142.26,,,,,64.0,62.0,47.8,47.5,51.8,43.8
P-C32794AC,College,2020-12-01,2021-01-13,2,220-230 lbs,4.46,52.01,6454.2,6919.005,68.705,10878.715,450.75,277.875,0.745,-47.22,-7.675,-3.37,-11.505,-2.99,3042.46,3088.665,45.915,47.05,6717.575,66.77,-7.735,-4.005,5318.7,4339.6,2104.9,3090.9,3742.1,48891.375,36.05,2.815,185.925,,,,,68.5,56.5,61.05,56.0,69.55,58.4
P-6A1761BE,College,2020-12-02,2021-01-28,2,180-190 lbs,4.015,48.51,4211.6,5561.305,64.945,4666.645,553.125,274.375,0.635,-42.49,-1.595,2.04,-2.04,-7.62,2100.325,2013.865,225.12,43.85,5392.275,62.985,11.105,-5.54,4208.6,3369.245,1698.15,2175.0,2778.6,25051.595,34.04,2.315,150.39,,,,,66.0,58.0,48.2,51.7,60.8,47.6
P-85E8226D,College,2020-12-02,2020-12-02,1,170-180 lbs,3.22,37.15,5157.92,4572.55,57.35,5088.23,494.5,248.25,0.54,-33.22,4.28,10.93,4.92,-16.01,1995.94,1905.39,201.86,34.64,4293.54,53.85,10.17,-2.68,3298.5,2517.3,1360.0,1686.6,1945.1,32327.37,32.68,2.48,153.41,,,,,62.0,54.0,42.8,45.8,38.9,34.1
P-0A75FBB9,College,2020-12-03,2021-02-24,2,170-180 lbs,3.875,37.69,5469.18,4151.43,52.78,7394.0,438.335,270.085,0.62,-37.36,9.66,9.935,8.46,8.82,2075.74,2078.835,54.495,31.095,3701.255,47.0,16.185,7.29,3748.5,2980.2,1400.45,1764.8,2172.6,59892.695,34.835,3.16,202.12,,,,,51.5,66.5,51.6,48.9,63.15,63.2
P-A3938857,College,2020-12-07,2020-12-07,1,180-190 lbs,3.45,39.48,7791.37,5059.27,61.78,9119.82,418.75,209.5,0.71,-26.08,-5.41,-16.66,-7.15,0.57,2286.61,2115.23,88.74,33.2,4306.58,52.59,-7.89,3.14,3576.6,2772.75,1269.5,1640.7,1866.2,34725.16,34.17,2.5,157.24,,,,,56.0,42.0,35.9,52.1,59.2,67.1
P-221EF5EF,College,2020-12-07,2020-12-07,1,170-180 lbs,3.7,37.66,3876.44,4446.66,55.87,4392.97,502.5,293.75,0.5,-42.74,-1.32,1.02,-3.43,0.52,1829.17,1831.92,175.55,34.56,4133.52,51.94,2.12,-1.31,3669.3,2888.69,1491.1,2015.3,2444.1,62342.79,22.28,2.26,118.44,,,,,41.0,50.0,47.9,47.2,36.7,39.7
P-43D8B28E,College,2020-12-07,2021-01-12,2,190-200 lbs,3.235,36.2,5053.525,4496.655,51.015,7042.13,497.25,290.625,0.53,-41.775,-3.495,-3.805,-3.115,-2.375,2195.425,2210.735,127.635,33.885,4297.26,48.755,-4.08,-0.875,3667.2,2797.645,1275.45,1632.4,2216.15,50348.59,26.81,2.505,144.115,,,,,69.5,63.0,50.75,37.7,52.85,62.35
P-0FDF6B40,College,2020-12-08,2022-03-03,3,170-180 lbs,3.897,36.183,5121.69,4025.11,50.23,6646.097,472.14,277.5,0.573,-41.813,2.373,13.663,3.39,-5.78,2194.107,2209.377,90.78,32.39,3968.037,49.533,6.837,-1.537,3851.067,3067.383,1791.367,2377.167,2729.133,32520.783,38.78,2.857,183.497,,,,,51.667,48.0,46.1,43.467,40.667,51.6
P-A49E3BE5,College,2020-12-08,2021-01-27,2,210-220 lbs,2.265,38.31,5675.6,5153.335,52.875,6764.035,478.25,295.5,0.54,-37.62,7.17,15.19,3.895,-9.77,2266.36,2271.54,144.11,32.29,4730.69,48.505,2.62,-6.185,3122.3,2163.6,1641.5,1819.35,1981.7,41979.26,25.27,2.25,123.465,,,,,49.0,43.0,43.2,43.75,29.1,45.85
P-4FE317D4,College,2020-12-08,2020-12-08,1,140-150 lbs,4.05,49.27,3678.93,4541.62,67.66,3967.35,510.75,290.25,0.61,-40.33,-0.98,7.84,-0.35,-10.77,1649.12,1639.28,164.42,39.87,3962.44,59.03,10.5,-4.12,3333.2,2664.58,1412.1,1702.1,1973.6,26532.54,30.93,2.29,140.13,,,,,59.0,65.0,51.1,55.3,37.7,51.1
P-843E06DF,College,2020-12-09,2020-12-09,1,210-220 lbs,3.02,49.05,5180.98,5333.44,55.75,8283.45,488.75,309.0,0.66,-52.61,7.06,4.91,2.31,1.65,2756.73,2773.2,47.28,47.0,5234.09,54.71,-1.88,1.78,3773.5,2832.65,1154.6,1399.3,1706.7,49025.6,33.15,2.65,165.52,,,,,61.0,65.0,47.6,43.7,55.5,44.9
P-17ADC2C9,College,2020-12-09,2021-01-12,2,190-200 lbs,4.265,39.01,5729.645,4572.535,51.92,7174.765,503.375,274.875,0.535,-37.205,0.335,3.57,-1.9,-6.435,2259.715,2257.57,127.19,32.47,4155.085,47.185,-0.475,-2.79,4554.45,3683.125,1495.25,1784.4,2232.1,149525.11,29.12,2.845,168.875,,,,,59.0,59.0,57.1,60.35,54.6,75.6
P-32032106,College,2020-12-09,2022-07-18,3,180-190 lbs,4.855,36.54,5209.89,3987.003,46.373,6657.953,528.973,306.557,0.513,-48.323,0.27,3.407,-4.66,4.187,2567.827,2607.257,100.74,30.107,3819.703,44.387,-2.21,11.14,4875.15,4040.895,2096.5,2650.9,3003.75,43409.557,33.45,2.7,173.847,,,,,61.667,71.0,52.033,63.0,67.8,63.7
P-D845542D,College,2020-12-09,2020-12-09,1,170-180 lbs,3.76,44.71,4318.34,4741.41,60.71,4497.09,574.75,257.5,0.52,-35.41,-4.65,-10.4,-3.87,-6.61,1940.26,1907.16,378.1,38.15,4131.3,52.9,4.06,-1.87,3652.8,2879.35,1454.0,1936.1,2462.3,33558.33,33.23,2.46,151.45,,,,,62.0,60.0,44.8,50.6,45.7,47.5
P-BC4FB135,College,2020-12-14,2021-01-24,2,180-190 lbs,3.545,47.075,3699.41,5204.015,60.945,4108.2,604.125,313.625,0.56,-46.175,-1.445,6.42,1.685,-9.385,1994.935,1946.94,236.175,42.275,4801.065,56.22,-1.555,-7.305,3808.505,2968.025,1760.96,2551.215,2894.115,54100.83,32.21,2.765,173.225,,,,,55.5,53.5,49.1,51.8,51.85,66.65
P-5FB02078,College,2020-12-14,2021-10-25,4,190-200 lbs,4.748,50.075,6719.815,5683.038,64.053,9246.118,423.52,270.75,0.758,-40.345,-6.79,0.918,-5.345,-9.165,2746.258,2772.052,71.5,44.37,5598.285,63.098,-1.3,-9.003,4997.975,4129.157,2583.125,3183.6,3524.1,50963.81,33.07,2.973,185.807,,,,,59.333,59.667,55.4,55.575,59.475,64.75
P-AA3BDCCD,College,2020-12-14,2022-07-06,3,250-260 lbs,2.76,44.757,8033.12,6702.857,56.86,11876.333,477.167,271.277,0.653,-40.683,-8.853,-9.76,-4.783,-0.857,3349.53,3352.053,93.887,38.643,6292.923,53.413,-4.407,-0.567,4297.05,3151.44,2283.3,2804.1,3253.75,63660.203,32.113,2.877,176.023,,,,,52.333,53.0,54.6,56.833,63.767,56.467
P-ABE97C45,College,2020-12-15,2020-12-15,1,160-170 lbs,3.2,42.27,3835.67,4521.9,59.2,4073.28,515.25,305.5,0.53,-37.04,-3.28,1.24,1.94,-9.28,1692.71,1622.29,200.29,35.7,4188.19,54.83,4.29,-4.6,3152.2,2396.89,846.2,1033.3,1291.7,29099.89,21.1,2.03,100.72,,,,,52.0,58.0,43.1,39.8,39.5,37.1
P-AC6B3F92,College,2020-12-15,2021-01-28,2,210-220 lbs,3.295,44.12,6925.885,5751.55,59.62,9547.415,439.585,270.915,0.73,-38.345,3.605,12.325,3.045,-7.875,2646.86,2708.89,53.995,35.355,5077.595,52.6,3.88,-6.58,4058.55,3106.08,2163.5,2606.55,3019.6,49649.455,31.45,2.24,141.64,,,,,65.0,56.5,61.65,61.3,68.5,77.3
P-6C6D41B0,College,2020-12-15,2020-12-15,1,160-170 lbs,3.66,35.43,6733.43,4128.07,54.41,8265.61,422.75,217.5,0.59,-28.6,2.6,3.94,4.13,-3.63,2068.92,2039.37,114.44,26.95,3374.88,44.49,-6.16,0.88,3475.7,2722.26,1281.8,1667.9,2137.0,42755.91,24.81,2.64,145.57,,,,,35.0,46.0,34.8,36.5,50.7,47.1
P-28DA7425,College,2020-12-15,2021-01-19,2,210-220 lbs,4.315,45.745,6288.675,5673.78,58.37,8965.205,509.75,287.665,0.64,-44.18,-0.84,1.95,2.54,-3.39,2866.685,2898.865,146.8,38.52,5183.515,53.285,-5.095,-2.805,5072.4,4115.665,1952.4,2464.9,2978.35,78311.32,27.025,3.045,173.74,,,,,44.5,50.0,48.85,51.4,71.45,61.1
P-80E15B27,College,2020-12-16,2023-02-08,7,180-190 lbs,3.655,44.631,4729.963,4735.887,57.349,6124.959,504.179,312.987,0.61,-43.473,1.33,1.571,1.707,3.451,2086.999,2096.57,95.356,39.544,4532.233,54.894,-1.15,2.451,3759.585,2946.292,1452.972,1742.31,2087.56,46964.404,33.137,2.67,168.25,1354.825,902.325,-5.22,-6.575,61.25,56.0,39.467,41.675,39.767,49.775
P-2A35B329,College,2020-12-16,2021-01-27,2,200-210 lbs,4.025,48.99,7195.43,6015.735,63.635,10298.83,459.415,239.25,0.72,-37.535,0.055,3.67,0.1,0.8,2782.265,2801.45,106.5,44.005,5762.105,60.95,9.7,1.6,4658.05,3730.485,1525.05,1763.05,2326.05,130123.155,36.39,3.065,197.785,,,,,66.0,66.0,61.9,65.9,75.6,87.15
P-4FB0DD2F,College,2020-12-16,2021-01-28,2,180-190 lbs,3.975,42.35,4694.96,4974.155,58.12,6082.38,492.125,287.625,0.6,-41.19,5.235,11.84,5.785,7.925,2044.39,2036.53,102.395,38.36,4702.99,56.03,16.23,9.13,4178.4,3334.535,1530.05,1940.0,2401.65,48600.99,36.54,2.89,189.33,,,,,62.0,51.0,45.25,48.5,54.15,44.8
P-3E8EABA6,College,2020-12-17,2021-02-10,2,130-140 lbs,3.605,27.795,4521.68,2589.19,42.44,5337.465,402.75,290.25,0.405,-31.285,4.3,-1.065,5.905,4.43,1383.305,1418.14,8.16,25.205,2398.115,39.33,12.395,5.195,2759.0,2157.51,1207.35,1397.2,1604.8,44130.76,24.195,2.92,158.91,,,,,61.5,66.5,34.65,37.7,34.4,32.55
P-3853979C,College,2020-12-17,2020-12-17,1,170-180 lbs,,34.87,4668.12,4121.48,52.49,4829.13,543.75,276.75,0.49,-35.55,-5.95,4.33,-5.7,-13.33,1921.07,1905.89,252.9,31.47,3832.58,48.81,5.81,-9.24,,,,,,16450.18,24.93,2.78,158.33,,,,,60.0,62.0,47.3,44.4,38.7,46.6
P-E85C5539,College,2020-12-22,2022-01-27,3,170-180 lbs,3.057,41.657,4326.85,4762.19,58.793,4284.537,537.583,298.5,0.537,-36.01,2.37,10.487,4.697,2.833,1947.007,1808.247,257.44,37.377,4753.477,58.683,2.677,3.913,3251.467,2454.68,1581.767,1833.367,2151.3,58972.083,26.693,2.82,158.483,,,,,59.667,52.333,41.033,40.367,49.2,51.867
P-616A2EB1,College,2020-12-23,2021-07-05,3,190-200 lbs,2.673,38.703,4509.583,4868.253,54.237,5160.003,536.083,308.75,0.51,-39.23,7.237,8.517,3.747,2.473,2019.3,2020.36,261.45,33.64,4369.3,48.667,6.767,7.477,3230.4,2350.22,1376.0,1804.233,2299.367,50397.897,23.093,2.33,123.477,,,,,67.333,62.667,44.467,45.967,42.6,41.467
P-B6FA6AAC,College,2020-12-28,2021-06-21,2,220-230 lbs,3.21,41.51,7237.855,5684.76,55.93,8929.325,453.25,267.375,0.63,-36.2,4.36,5.12,5.365,4.505,2703.4,2717.41,112.385,38.115,5516.965,54.28,7.45,3.445,4197.25,3198.25,2219.5,3022.65,3378.35,46286.255,30.6,2.535,155.655,,,,,46.5,55.0,44.15,40.6,44.75,45.7
P-98B1093A,College,2020-12-28,2021-05-19,3,220-230 lbs,4.197,47.303,6131.287,5741.203,55.65,9745.063,474.113,308.307,0.703,-47.783,11.64,13.02,8.3,4.673,2914.623,2955.657,28.96,40.37,5386.557,52.24,11.257,7.027,5257.567,4247.09,1326.933,1665.533,2095.367,53345.963,36.05,2.683,178.463,,,,,61.0,55.333,53.967,55.7,55.567,56.467
P-687DADE4,College,2020-12-29,2020-12-29,1,220-230 lbs,2.98,33.13,8180.51,4613.59,44.46,10778.08,436.0,279.25,0.46,-37.14,3.67,0.24,3.43,8.96,2960.7,3043.83,13.25,24.78,4199.89,40.47,5.98,11.18,4057.1,3034.17,1179.3,1278.4,1424.1,60945.16,26.05,2.72,152.09,,,,,42.0,44.0,48.8,46.1,48.4,48.7
P-6AE2DBB7,College,2020-12-29,2020-12-29,1,,,,,,,,,,,,,,,,,,,,,,,,4597.4,3700.39,1104.0,1335.2,1525.5,,,,,,,,,57.0,65.0,45.4,58.1,39.5,42.9
P-2A9781BB,College,2021-01-05,2021-01-05,1,180-190 lbs,4.3,39.01,5880.97,4559.26,55.34,6356.03,455.0,272.0,0.56,-34.46,2.54,6.03,1.19,-6.22,2135.97,2136.39,109.58,35.31,4500.93,54.63,-0.95,-4.9,4294.6,3472.51,1795.9,2308.4,2774.5,51874.86,30.77,2.59,156.91,,,,,43.0,56.0,50.8,43.6,48.3,47.1
P-9B71D4CE,College,2021-01-05,2021-01-05,1,210-220 lbs,3.82,50.71,7212.04,6903.0,71.61,9577.5,404.75,231.5,0.83,-37.72,5.04,9.73,-0.44,1.76,2695.88,2725.47,6.27,46.92,6353.87,65.91,11.19,2.14,4573.8,3612.65,1141.3,1617.9,2328.7,41104.57,30.58,2.19,129.52,,,,,56.0,61.0,51.1,51.7,56.6,51.7
P-0CE6B681,College,2021-01-11,2021-01-11,1,170-180 lbs,3.72,43.36,4877.55,4147.53,53.25,7635.16,520.0,290.67,0.58,-49.19,0.94,2.8,1.92,3.33,2463.95,2462.07,65.45,34.41,4074.16,52.32,12.81,8.8,3615.6,2844.21,1279.2,1677.1,2139.4,61492.87,26.73,3.04,175.56,,,,,55.0,53.0,48.0,44.0,39.6,44.6
P-0F54A230,College,2021-01-12,2021-11-28,2,210-220 lbs,3.185,44.88,4693.45,5781.985,58.525,7295.295,524.25,352.75,0.59,-53.38,-4.59,-2.28,-2.775,-1.29,2510.345,2538.465,71.56,42.75,5805.945,58.74,-2.6,-2.585,4064.135,3087.195,1351.15,1659.45,2138.145,21019.735,36.68,2.24,148.63,,,,,63.0,57.0,54.75,47.05,53.75,64.35
P-B101B88E,College,2021-01-18,2021-01-18,1,180-190 lbs,3.24,51.1,5223.55,5522.4,64.01,7304.76,474.5,281.0,0.69,-46.21,25.92,22.94,24.06,12.43,2478.46,2487.89,73.79,44.01,5704.68,66.12,23.06,14.3,3598.2,2740.22,1168.9,1516.6,2002.4,76017.69,31.76,3.04,190.41,,,,,61.0,60.0,52.1,57.8,52.0,48.7
P-2453F1AB,College,2021-01-25,2022-11-03,6,170-180 lbs,5.093,39.433,5496.573,4367.49,54.37,6520.138,545.445,271.958,0.51,-35.262,8.962,18.242,14.145,36.62,2249.598,2257.168,313.34,34.228,4276.318,53.23,15.212,32.972,4811.52,4024.16,1267.683,1679.518,2240.283,61837.525,32.59,3.167,197.93,1226.53,833.14,-1.2,9.49,59.333,62.5,46.167,49.683,43.4,54.05
P-67AB22C6,College,2021-01-25,2021-10-21,2,160-170 lbs,3.22,49.195,4787.59,4713.135,62.715,6093.03,540.165,263.04,0.65,-39.285,6.285,18.865,3.415,4.505,2074.31,2069.915,192.635,38.835,4338.595,57.705,0.305,4.325,3111.675,2376.225,1284.655,1597.715,1978.57,42750.485,33.89,2.535,160.48,,,,,54.5,55.5,45.95,43.25,33.5,48.0
P-82AE0426,College,2021-02-01,2021-02-01,1,180-190 lbs,2.76,37.19,4044.66,4443.3,53.59,3865.73,586.0,274.0,0.47,-32.87,-2.46,1.32,-2.67,-0.85,1850.9,1736.57,404.9,30.97,3861.69,46.57,8.25,3.56,3057.7,2245.22,1211.7,1388.8,1550.0,30217.04,25.71,2.23,125.67,,,,,46.0,49.0,35.3,42.9,37.7,36.3
P-3903D8DE,College,2021-02-01,2022-01-20,2,200-210 lbs,3.135,45.52,7126.725,6166.82,67.395,8363.28,481.835,224.5,0.665,-32.8,-0.405,1.765,0.77,8.415,2578.675,2512.425,204.995,41.09,5530.735,60.45,-1.16,5.75,3712.4,2818.28,1726.8,2253.3,2677.2,55580.935,23.555,2.465,129.06,,,,,66.5,62.0,44.15,45.15,38.45,36.1
P-8278EF77,College,2021-02-02,2021-02-02,1,170-180 lbs,3.37,53.4,7912.31,6821.7,84.43,10049.84,390.0,194.0,1.01,-29.62,-2.03,-16.18,-3.99,-10.32,2591.83,2384.51,49.71,45.83,5795.48,71.73,-2.66,-6.25,3456.3,2667.16,1773.2,2268.9,2592.4,21816.09,40.89,2.4,166.16,,,,,40.0,31.0,39.1,41.5,43.9,51.5
P-FC1CC72F,College,2021-02-03,2021-02-03,1,210-220 lbs,3.05,39.21,7176.24,5954.58,61.11,8883.95,468.75,235.75,0.58,-28.16,-0.62,4.56,2.39,-2.3,2530.01,2267.75,243.05,28.42,4725.46,48.49,-9.87,-7.14,3867.4,2916.74,1328.4,1534.1,1831.0,40357.21,26.17,2.33,131.7,,,,,63.0,58.0,43.8,33.9,53.9,43.7
P-EF60FA2B,College,2021-02-08,2021-06-29,2,180-190 lbs,4.065,48.155,5535.66,5181.03,62.345,7412.72,453.04,265.25,0.75,-41.815,-0.62,1.12,3.865,6.995,2395.325,2425.36,117.805,44.07,5227.645,62.9,5.495,9.865,4123.4,3310.575,1989.1,2647.8,3008.2,36888.95,39.5,2.87,196.84,,,,,58.0,57.0,48.0,52.05,45.45,49.7
