test_date,playing_level,bat_speed_mph_group,pitch_speed_mph_group,jump_height_(imp-mom)_[cm]_mean_cmj,lower-limb_stiffness_[n/m]_mean_cmj,peak_power_[w]_mean_cmj,peak_power_/_bm_[w/kg]_mean_cmj,eccentric_braking_rfd_[n/s]_mean_cmj,eccentric_duration_[ms]_mean_cmj,concentric_duration_[ms]_mean_cmj,rsi-modified_[m/s]_mean_cmj,countermovement_depth_[cm]_mean_cmj,"cmj_stiffness_asymmetry_[%_l,r]_mean_cmj","eccentric_deceleration_impulse_(asymmetry)_[%_l,r]_mean_cmj","p1_concentric_impulse_asymmetry_[%_l,r]_mean_cmj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_cmj",concentric_peak_force_[n]_mean_cmj,eccentric_peak_force_[n]_mean_cmj,minimum_eccentric_force_[n]_mean_cmj,jump_height_(imp-mom)_[cm]_mean_sj,peak_power_[w]_mean_sj,peak_power_/_bm_[w/kg]_mean_sj,"p1_concentric_impulse_asymmetry_[%_l,r]_mean_sj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_sj",peak_vertical_force_[n]_max_imtp,net_peak_vertical_force_[n]_max_imtp,force_at_100ms_[n]_max_imtp,force_at_150ms_[n]_max_imtp,force_at_200ms_[n]_max_imtp,best_active_stiffness_[n/m]_mean_ht,best_jump_height_(flight_time)_[cm]_mean_ht,best_rsi_(flight/contact_time)_mean_ht,best_rsi_(jump_height/contact_time)_[m/s]_mean_ht,peak_takeoff_force_[n]_mean_pp,peak_eccentric_force_[n]_mean_pp,"peak_takeoff_force_asymmetry_[%_l,r]_mean_pp","peak_eccentric_force_asymmetry_[%_l,r]_mean_pp",TSpineRomR,TSpineRomL,ShoulderERL,ShoulderERR,ShoulderIRL,ShoulderIRR,pitching_session_date,pitch_speed_mph,pitching_max_hss,hitting_session_date,bat_speed_mph,hitting_max_hss,relative_strength,body_weight_[lbs],athlete_uid,athlete_id,session_num
2022-11-22,High School,<65,,33.01,2862.15,3772.67,46.8,2858.94,636.67,359.0,0.34,-45.08,-6.17,5.98,-6.6,-8.35,1655.73,1580.69,290.86,30.65,3748.72,46.5,-1.18,-4.52,4440.2,3650.08,1615.0,2266.9,2616.5,37861.04,30.65,2.44,145.37,,,,,65.0,63.0,39.4,45.1,55.3,55.3,,,,2022-11-21,61.7,13.7,4.62,177.34,892c90c6-c255-45f7-8053-2d54fce4634a,ATHLETE_0558,1
2022-12-20,High School,<65,,34.18,3642.44,4001.29,48.55,4000.42,582.0,310.75,0.42,-43.51,-8.19,-8.76,-7.14,3.08,1794.43,1781.56,220.41,33.16,3984.57,48.34,1.92,0.64,4755.1,3946.64,1084.6,1447.0,1967.6,38848.01,32.39,2.59,162.5,,,,,55.0,70.0,39.7,48.6,44.1,52.2,,,,2022-12-19,62.0,19.5,4.88,181.32,892c90c6-c255-45f7-8053-2d54fce4634a,ATHLETE_0558,2
2023-02-07,High School,<65,,35.07,3592.01,4236.91,49.47,4093.23,589.5,320.0,0.43,-44.37,-7.56,-8.68,-9.17,-2.94,1825.25,1766.11,176.0,33.96,4433.86,51.77,-7.54,-0.92,5137.0,4296.47,1525.8,2255.3,2776.4,39091.81,34.96,2.77,177.07,,,,,63.0,66.0,39.6,47.7,46.5,49.6,,,,2023-02-06,65.0,14.7,5.12,188.41,892c90c6-c255-45f7-8053-2d54fce4634a,ATHLETE_0558,3
2023-08-03,High School,<65,,33.03,3447.97,4270.1,48.22,3647.68,628.25,331.0,0.39,-43.29,-6.81,-16.19,-13.25,-5.81,1857.8,1722.0,228.25,34.33,4572.54,51.64,-14.54,-10.16,4526.4,3663.32,1610.6,2080.3,2780.1,55486.41,31.39,2.48,146.15,,,,,53.0,59.0,30.2,47.6,42.1,60.9,,,,2023-08-02,65.0,18.2,4.22,194.81,892c90c6-c255-45f7-8053-2d54fce4634a,ATHLETE_0558,4
2023-02-18,High School,<65,,38.3,4442.91,3644.24,52.58,5857.92,491.0,285.5,0.57,-40.12,6.05,14.68,12.5,10.56,1857.42,1867.35,88.8,35.06,3497.04,50.47,3.76,7.02,2677.3,1997.21,987.3,1134.8,1545.7,45523.04,27.19,2.74,163.53,,,,,74.0,70.0,34.7,34.2,25.0,20.9,,,,2023-02-17,52.6,21.9,2.94,152.46,1cb2ec3a-6515-4231-a3c6-c66b7cb019df,ATHLETE_0566,1
2023-03-21,High School,<65,,36.16,4835.11,3602.16,51.13,7036.54,475.5,268.5,0.62,-39.47,2.85,6.52,8.73,6.47,1907.92,1935.08,29.54,30.01,3496.35,49.63,-0.46,-0.01,2790.0,2099.51,910.5,1130.4,1436.6,39108.37,28.24,2.58,155.65,,,,,69.0,66.0,26.8,38.2,36.4,21.4,,,,2023-03-20,56.1,26.0,3.04,154.99,1cb2ec3a-6515-4231-a3c6-c66b7cb019df,ATHLETE_0566,2
2023-09-01,High School,<65,,37.07,4814.1,3870.12,53.27,5352.95,469.5,282.75,0.59,-34.95,1.59,11.13,1.09,-3.61,1743.44,1742.89,63.94,33.02,3843.65,52.91,0.48,-0.77,2761.4,2052.38,1209.0,1619.2,1969.4,66464.18,24.71,2.74,153.0,,,,,68.0,66.0,46.0,43.2,32.0,41.1,,,,2023-08-31,56.3,27.5,2.88,159.83,1cb2ec3a-6515-4231-a3c6-c66b7cb019df,ATHLETE_0566,3
2023-11-14,High School,<65,,35.59,5480.15,3797.26,50.04,7355.35,448.67,269.0,0.56,-37.0,2.88,4.98,5.09,4.69,2005.9,2050.57,27.15,32.44,3903.39,51.44,5.95,5.05,2934.38,2189.76,1439.59,1921.43,2026.07,0.0,27.08,2.86,157.8,,,,,78.0,68.0,46.5,51.2,29.1,39.4,,,,2023-11-13,60.0,19.2,2.94,166.96,1cb2ec3a-6515-4231-a3c6-c66b7cb019df,ATHLETE_0566,4
2024-02-16,High School,<65,,39.93,5490.98,4221.85,53.54,7961.36,468.5,276.5,0.64,-39.09,8.35,13.42,12.44,7.51,2146.41,2166.55,20.67,35.57,4103.87,52.04,-0.06,9.85,3273.2,2498.18,1527.3,2142.9,2533.9,67272.06,30.89,2.95,179.68,,,,,79.0,67.0,42.2,53.6,47.1,42.2,,,,2024-02-19,63.1,30.4,3.23,173.49,1cb2ec3a-6515-4231-a3c6-c66b7cb019df,ATHLETE_0566,5
2023-03-09,High School,,<80,35.79,3841.76,2959.14,50.44,4799.86,451.75,304.75,0.52,-37.09,5.51,4.74,4.97,-5.49,1472.81,1482.59,57.71,30.67,2742.79,46.75,7.1,-3.71,,,,,,32092.89,26.74,2.55,145.12,,,,,,,,,,,2023-03-20,70.2,21.5,,,,,129.07,14268802-b329-445c-9703-5d916ae7596e,ATHLETE_0569,1
2023-11-06,High School,<65,,34.38,3888.39,3086.11,48.23,4563.28,464.25,294.75,0.53,-36.89,3.88,6.61,2.5,-2.41,1537.22,1552.16,118.66,32.8,3124.55,48.83,8.77,-1.61,,,,,,53270.82,33.11,2.86,180.05,,,,,,,,,,,,,,2023-11-07,56.9,20.4,,140.78,14268802-b329-445c-9703-5d916ae7596e,ATHLETE_0569,2
2024-02-02,High School,,<80,32.19,4082.57,3159.52,47.12,4376.78,473.25,290.25,0.52,-34.95,2.24,5.97,-0.96,-7.78,1561.17,1566.27,141.81,31.35,3211.89,47.9,2.93,-2.88,,,,,,29891.41,31.72,2.62,162.05,,,,,,,,,,,2024-02-14,76.3,24.4,,,,,147.53,14268802-b329-445c-9703-5d916ae7596e,ATHLETE_0569,3
2024-07-29,High School,,<80,36.89,4559.87,3552.64,50.73,4861.56,459.75,281.75,0.57,-35.25,-0.71,3.56,-1.28,-4.4,1755.83,1755.26,148.19,32.97,3414.8,48.76,-3.78,-2.78,,,,,,41275.2,34.59,2.94,187.52,,,,,,,,,,,2024-07-29,76.5,29.6,,,,,154.07,14268802-b329-445c-9703-5d916ae7596e,ATHLETE_0569,4
2023-03-09,High School,,<80,33.97,2640.74,2830.89,48.11,2476.66,601.25,317.75,0.38,-35.47,12.05,24.38,13.93,1.23,1216.91,1157.01,220.44,28.87,2526.21,42.93,10.66,5.19,,,,,,26069.14,17.77,1.77,79.29,,,,,,,,,,,2023-03-13,69.3,26.5,,,,,129.45,2c7eaa37-9053-437c-8a69-5e77717b1c3e,ATHLETE_0570,1
2023-07-20,High School,,<80,29.12,4769.13,2830.01,48.08,4090.44,487.75,236.0,0.42,-29.23,7.5,4.4,6.99,-1.93,1456.22,1399.36,193.27,29.58,2641.66,44.88,9.75,1.82,,,,,,27055.21,19.49,1.89,89.45,,,,,,,,,,,2023-08-02,70.0,24.4,,,,,129.49,2c7eaa37-9053-437c-8a69-5e77717b1c3e,ATHLETE_0570,2
2023-11-06,High School,<65,,34.05,3413.54,3162.14,50.19,3186.81,533.25,268.25,0.46,-34.24,12.47,13.33,12.19,5.47,1408.22,1350.85,195.72,30.93,2793.81,44.34,7.9,4.39,,,,,,24986.84,19.2,1.9,92.87,,,,,,,,,,,,,,2023-11-07,55.2,18.3,,138.62,2c7eaa37-9053-437c-8a69-5e77717b1c3e,ATHLETE_0570,3
2024-07-31,High School,,<80,37.33,3792.35,3570.57,53.12,4617.47,499.75,283.75,0.52,-36.97,17.23,24.62,13.38,2.99,1535.72,1508.19,116.16,32.14,3139.57,46.71,10.56,4.01,2970.5,2310.51,826.2,1109.0,1506.8,22021.28,27.26,2.02,113.23,,,,,,,,,,,2024-07-29,75.0,16.0,,,,3.51,147.88,2c7eaa37-9053-437c-8a69-5e77717b1c3e,ATHLETE_0570,4
2023-03-09,High School,,<80,41.44,6720.85,3399.53,61.68,8891.12,366.75,206.25,0.76,-24.25,-0.95,-11.64,0.92,11.35,1664.87,1666.2,36.33,33.26,2721.42,49.38,-8.58,3.93,,,,,,,,,,,,,,,,,,,,2023-03-20,73.0,37.7,,,,,121.26,8fb0b3bc-d139-4d1e-bc47-4890b252431f,ATHLETE_0574,1
2023-11-10,High School,<65,,41.12,4514.48,3448.6,57.85,5257.69,467.75,237.5,0.59,-28.63,-0.23,8.92,-1.15,-0.89,1522.55,1463.49,173.3,37.56,3198.97,53.67,9.25,2.07,,,,,,7359.27,37.6,2.92,192.16,,,,,,,,,,,,,,2023-10-30,51.5,29.3,,131.14,8fb0b3bc-d139-4d1e-bc47-4890b252431f,ATHLETE_0574,2
2024-07-24,High School,,80-85,41.27,4741.28,3960.1,57.58,6067.3,455.0,260.5,0.63,-33.74,17.18,16.55,13.0,10.95,1680.38,1707.36,108.65,35.84,3663.22,53.26,20.83,6.37,,,,,,51068.4,36.41,3.06,204.95,,,,,,,,,,,2024-07-26,82.2,37.6,,,,,151.32,8fb0b3bc-d139-4d1e-bc47-4890b252431f,ATHLETE_0574,3
2023-03-09,High School,,<80,22.0,2585.65,1659.77,36.5,2205.24,452.0,306.75,0.31,-28.63,-0.55,1.78,-4.49,4.47,879.32,847.37,106.7,20.58,1579.29,34.73,5.38,-0.95,,,,,,12480.89,19.91,1.72,82.43,,,,,,,,,,,2023-03-01,35.0,31.2,,,,,100.03,cad8956e-aaa6-45a6-a9f6-a54fcb0fcb4f,ATHLETE_0576,1
2023-11-06,High School,<65,,24.26,2343.7,1887.14,39.25,1881.3,500.5,325.25,0.3,-30.98,-1.31,-14.08,-5.79,-6.84,955.85,858.53,138.85,23.5,1897.51,39.47,-6.97,-11.14,,,,,,17556.69,20.49,1.75,88.72,,,,,,,,,,,,,,2023-11-07,29.7,19.0,,105.78,cad8956e-aaa6-45a6-a9f6-a54fcb0fcb4f,ATHLETE_0576,2
2024-07-31,High School,,<80,25.17,3231.29,2318.48,42.22,3076.38,452.25,290.5,0.4,-30.72,4.71,1.37,-4.38,-6.94,1157.89,1048.56,56.4,23.91,2219.71,40.42,8.3,-7.11,,,,,,18833.33,18.65,1.67,77.82,,,,,,,,,,,2024-07-31,66.1,29.0,,,,,120.82,cad8956e-aaa6-45a6-a9f6-a54fcb0fcb4f,ATHLETE_0576,3
2023-03-09,High School,,<80,27.26,3395.47,2560.09,42.39,3080.33,537.25,275.75,0.36,-30.27,16.83,22.79,14.69,13.27,1319.05,1295.15,271.66,25.83,2433.4,40.3,21.52,11.49,,,,,,33515.83,22.24,2.27,115.72,,,,,,,,,,,2023-03-06,65.8,41.9,,,,,132.86,d0bf3f1b-976c-47d6-8273-d7332c45f1b1,ATHLETE_0577,1
2023-07-18,High School,<65,<80,24.41,3145.71,2382.31,38.85,2969.97,499.0,292.5,0.36,-32.34,20.87,21.9,22.43,4.73,1284.5,1214.91,192.97,24.21,2386.28,38.91,21.12,10.01,,,,,,31612.23,20.71,2.08,104.06,,,,,,,,,,,2023-08-01,65.8,34.4,2023-07-19,47.9,23.0,,134.93,d0bf3f1b-976c-47d6-8273-d7332c45f1b1,ATHLETE_0577,2
2023-11-08,High School,<65,,25.76,3432.98,2539.03,39.46,3336.54,490.25,296.5,0.36,-32.74,17.74,15.48,21.91,3.57,1294.94,1242.63,119.5,27.25,2608.99,40.55,17.33,7.89,,,,,,37106.21,22.84,2.32,121.45,,,,,,,,,,,,,,2023-11-06,51.7,24.9,,141.57,d0bf3f1b-976c-47d6-8273-d7332c45f1b1,ATHLETE_0577,3
2023-03-13,High School,<65,<80,39.09,3139.33,3475.17,53.75,3734.54,529.75,334.0,0.47,-42.88,1.5,5.16,2.36,4.37,1423.45,1418.14,76.39,33.71,3297.05,50.99,6.45,0.52,2742.2,2106.14,928.2,1239.9,1536.8,30431.48,18.94,1.89,91.49,,,,,,,,,,,2023-03-06,73.2,31.9,2023-03-08,57.6,22.9,3.32,142.25,0bdccf12-9400-421b-90c9-47f6f6f6487e,ATHLETE_0580,1
2023-04-19,High School,<65,<80,42.65,3093.77,3765.96,57.25,3553.64,537.25,325.0,0.53,-41.44,1.87,0.13,-6.34,3.45,1445.86,1409.74,130.98,36.0,3617.27,54.99,-1.55,1.59,,,,,,,,,,,,,,,,,,,,2023-05-03,73.5,32.6,2023-05-03,57.7,18.9,,144.72,0bdccf12-9400-421b-90c9-47f6f6f6487e,ATHLETE_0580,2
2023-11-13,High School,<65,,40.22,2809.9,3817.19,56.79,3054.36,562.25,331.5,0.52,-42.77,1.73,5.71,-0.67,3.51,1487.95,1364.64,166.76,32.82,3429.85,51.03,4.83,5.12,2878.33,2220.7,927.02,1176.62,1399.6,26195.08,20.96,1.88,93.71,,,,,,,,,,,,,,2023-11-06,59.6,17.7,3.37,147.88,0bdccf12-9400-421b-90c9-47f6f6f6487e,ATHLETE_0580,3
2024-04-03,High School,,<80,42.04,3266.77,4046.13,56.52,4302.62,559.75,334.75,0.54,-47.02,3.0,1.65,2.31,2.37,1625.28,1627.35,91.21,38.18,4032.88,56.33,4.89,2.03,2863.3,2161.54,892.3,1215.3,1491.7,19089.21,24.41,1.77,93.96,,,,,,,,,,,2024-04-03,74.8,27.4,,,,3.08,157.5,0bdccf12-9400-421b-90c9-47f6f6f6487e,ATHLETE_0580,4
2024-07-24,High School,,<80,41.6,3289.46,3954.11,57.29,4310.08,528.5,314.75,0.61,-45.73,0.02,-0.64,-4.32,6.04,1568.18,1569.16,64.39,36.12,3879.94,56.21,6.36,2.03,,,,,,24556.82,20.81,1.91,95.27,,,,,,,,,,,2024-07-31,74.6,22.6,,,,,151.84,0bdccf12-9400-421b-90c9-47f6f6f6487e,ATHLETE_0580,5
2023-03-13,High School,<65,<80,39.61,5451.52,5128.42,56.45,6754.03,498.0,290.25,0.52,-37.88,8.17,14.39,9.13,0.07,2177.94,2183.92,118.99,35.82,5003.24,55.07,13.83,5.06,3545.3,2648.87,2102.0,2552.5,2631.8,41161.49,28.6,2.65,153.5,,,,,,,,,,,2023-03-06,77.6,19.5,2023-03-08,63.8,23.9,2.97,199.87,e49696e5-da2e-41ac-acfe-b294ba2a8893,ATHLETE_0581,1
2023-04-19,High School,65-70,80-85,40.91,5960.34,5339.31,57.64,6608.19,494.5,269.0,0.58,-34.88,6.45,14.85,4.99,5.61,2245.75,2247.82,173.56,37.53,5305.52,57.27,9.6,5.92,3175.8,2263.49,2092.6,2647.2,2802.8,,,,,,,,,,,,,,,2023-05-03,80.6,25.3,2023-05-03,68.2,19.5,2.49,203.81,e49696e5-da2e-41ac-acfe-b294ba2a8893,ATHLETE_0581,2
2023-07-31,High School,,80-85,40.93,6672.87,5493.66,58.79,8140.91,479.75,262.0,0.59,-35.05,13.5,19.09,10.18,8.07,2455.32,2466.23,131.95,35.34,5245.84,56.14,15.77,9.17,3625.7,2716.72,1626.5,2023.8,2381.3,44140.72,29.7,2.59,153.05,,,,,,,,,,,2023-08-02,80.7,29.6,,,,2.96,205.57,e49696e5-da2e-41ac-acfe-b294ba2a8893,ATHLETE_0581,3
2023-11-06,High School,65-70,,44.18,6130.4,5861.11,60.01,7353.14,488.75,275.25,0.61,-37.96,10.54,16.71,11.13,2.63,2455.39,2472.64,149.02,36.47,5570.91,57.03,25.09,5.55,3842.84,2880.81,1781.84,2405.09,2855.84,53106.36,30.21,2.54,154.04,,,,,,,,,,,,,,2023-11-06,69.4,16.8,3.01,214.9,e49696e5-da2e-41ac-acfe-b294ba2a8893,ATHLETE_0581,4
2024-01-29,High School,,80-85,44.28,6974.92,6133.76,63.02,8746.6,461.5,251.25,0.71,-35.92,17.28,19.27,14.2,9.33,2643.18,2648.37,144.78,38.31,5777.35,59.35,25.77,10.54,4327.7,3376.75,2043.1,2574.4,3039.1,42256.26,29.86,2.47,149.95,,,,,,,,,,,2024-02-07,83.9,24.6,,,,3.54,214.15,e49696e5-da2e-41ac-acfe-b294ba2a8893,ATHLETE_0581,5
2024-04-03,High School,,<80,45.08,6257.44,6049.13,63.03,8228.73,494.25,264.0,0.64,-39.03,19.79,24.26,18.96,7.37,2564.98,2591.47,150.35,37.54,5662.24,59.0,25.45,14.06,4445.8,3507.11,1751.0,2260.2,2832.4,41420.34,32.0,2.65,164.88,,,,,,,,,,,2024-04-03,66.4,24.5,,,,3.73,211.16,e49696e5-da2e-41ac-acfe-b294ba2a8893,ATHLETE_0581,6
2023-03-15,High School,<65,,36.99,4518.84,4688.57,53.72,4779.4,600.0,276.25,0.43,-34.88,-8.34,4.81,-8.08,-12.72,1978.16,1968.8,403.47,35.89,4629.54,53.04,3.73,-8.82,3509.05,2653.03,1220.83,1400.74,1707.69,27288.17,22.04,1.72,89.54,,,,,,,,,,,,,,2023-03-08,59.3,23.5,3.1,192.04,e321d6aa-6715-4233-8b56-fa0a2153d0f1,ATHLETE_0584,1
2023-04-19,High School,<65,<80,35.78,4480.03,4640.59,52.34,4366.03,556.75,267.25,0.46,-33.63,-7.67,0.87,-6.26,-1.13,2014.75,1920.76,416.1,35.44,4595.52,51.83,-1.8,-5.44,3408.3,2535.31,1390.5,1751.1,2101.3,,,,,,,,,,,,,,,2023-05-03,74.0,37.5,2023-05-03,61.8,14.4,2.92,195.05,e321d6aa-6715-4233-8b56-fa0a2153d0f1,ATHLETE_0584,2
2024-01-29,High School,,<80,43.03,4620.42,5089.16,58.04,4707.94,561.75,274.5,0.54,-36.74,-2.2,11.33,-0.67,1.62,2100.74,2062.32,366.97,37.75,4665.22,53.21,8.42,0.63,3509.8,2656.72,1539.5,1965.7,2312.1,30611.54,21.12,1.96,98.74,,,,,,,,,,,2024-02-07,76.9,39.4,,,,3.09,192.92,e321d6aa-6715-4233-8b56-fa0a2153d0f1,ATHLETE_0584,3
2024-04-10,High School,,<80,40.17,4586.07,4955.41,55.21,5009.75,604.5,279.25,0.49,-37.53,-0.35,10.44,1.93,7.85,2111.17,2108.56,389.5,35.31,4492.55,50.06,2.2,5.37,3680.6,2800.06,1338.4,1779.5,2216.2,43809.74,20.6,1.93,96.96,,,,,,,,,,,2024-04-03,58.6,31.0,,,,3.18,197.45,e321d6aa-6715-4233-8b56-fa0a2153d0f1,ATHLETE_0584,4
2023-03-16,High School,,<80,20.46,5797.1,3552.48,32.92,5279.88,525.25,301.0,0.28,-30.89,1.48,6.15,1.49,3.43,2224.51,2197.18,406.36,18.05,3276.65,30.36,0.68,4.38,,,,,,35384.35,19.96,1.63,80.24,,,,,,,,,,,2023-03-06,73.3,24.9,,,,,237.42,1fe75942-3e30-4f34-a7a1-fea8f4907271,ATHLETE_0585,1
2023-11-06,High School,<65,,24.45,7068.01,4200.6,35.95,6886.81,537.75,294.25,0.32,-31.14,2.55,1.37,2.01,6.96,2644.03,2644.85,443.91,20.3,3712.87,31.78,6.5,5.82,,,,,,48341.93,20.2,1.84,91.74,,,,,,,,,,,,,,2023-11-14,62.0,28.1,,257.05,1fe75942-3e30-4f34-a7a1-fea8f4907271,ATHLETE_0585,2
2024-07-31,High School,,<80,24.05,7274.17,4511.68,37.03,7700.93,534.75,299.75,0.33,-33.08,6.88,6.55,6.77,10.35,2823.77,2841.48,436.21,20.92,4108.33,33.71,4.31,7.26,4403.0,3214.34,2195.6,2823.6,3352.6,71324.31,19.72,1.91,93.45,,,,,,,,,,,2024-07-29,74.7,24.5,,,,2.69,268.09,1fe75942-3e30-4f34-a7a1-fea8f4907271,ATHLETE_0585,3
2023-03-16,High School,,<80,29.63,7079.64,4426.9,48.0,5814.08,472.5,249.0,0.46,-23.59,9.04,40.71,17.83,2.52,2138.02,1860.33,201.84,25.37,3834.72,41.58,14.04,10.33,,,,,,33032.84,23.22,1.77,92.53,,,,,,,,,,,2023-03-06,67.5,15.8,,,,,202.93,45e73f1f-f7ea-428f-9630-f23d4d51962f,ATHLETE_0586,1
2023-07-18,High School,<65,,24.2,,4978.46,50.34,,343.25,172.0,0.55,-13.38,-2.5,18.01,-1.2,14.29,3200.48,2803.58,299.41,27.44,4335.93,43.85,17.71,9.19,,,,,,31032.6,24.17,1.78,92.9,,,,,,,,,,,,,,2023-07-19,64.6,18.5,,217.56,45e73f1f-f7ea-428f-9630-f23d4d51962f,ATHLETE_0586,2
2023-11-01,High School,65-70,,27.22,6958.06,4725.13,46.6,6304.25,478.5,253.25,0.44,-24.26,4.17,16.65,8.82,11.16,2295.76,2066.11,378.52,27.01,4334.48,42.75,5.74,11.16,,,,,,35640.36,22.21,1.7,86.63,,,,,,,,,,,,,,2023-10-31,65.1,15.5,,223.08,45e73f1f-f7ea-428f-9630-f23d4d51962f,ATHLETE_0586,3
2023-11-06,High School,65-70,,28.27,9184.59,4995.13,49.78,7042.1,457.0,213.75,0.46,-20.37,-0.72,20.92,1.19,8.23,2585.57,2236.5,399.75,28.31,4402.8,43.88,7.25,5.86,,,,,,28007.85,23.38,1.71,89.75,,,,,,,,,,,,,,2023-10-31,65.1,15.5,,220.75,45e73f1f-f7ea-428f-9630-f23d4d51962f,ATHLETE_0586,4
2023-04-04,High School,<65,,39.2,4826.43,4409.03,57.45,5690.35,440.75,287.5,0.61,-37.35,-3.03,-4.35,-0.89,3.49,1869.08,1870.01,86.37,34.82,4099.98,53.43,2.18,5.28,3543.4,2793.0,1251.1,1495.9,1709.7,37794.99,27.08,2.48,144.51,,,,,63.0,60.0,40.0,37.8,39.3,35.0,,,,2023-04-03,59.6,25.2,3.71,168.83,c02af945-0781-48c8-b2b8-cd3d76336ae6,ATHLETE_0588,1
2024-02-21,High School,65-70,80-85,46.74,5470.36,5273.86,66.49,7223.87,476.67,275.0,0.71,-35.73,3.7,-2.03,3.53,8.05,2072.38,2002.9,47.6,40.67,4802.28,60.54,9.94,12.65,4094.1,3319.28,1630.0,2379.2,2843.8,89093.45,29.79,2.99,177.54,,,,,70.0,68.0,38.3,41.9,45.3,53.5,2024-02-21,84.4,31.1,2024-02-19,65.5,21.4,4.27,174.5,c02af945-0781-48c8-b2b8-cd3d76336ae6,ATHLETE_0588,2
2024-04-03,High School,<65,85-90,42.13,5657.89,4808.56,61.68,7946.5,406.5,263.5,0.75,-35.37,6.81,3.85,7.16,7.81,2037.47,2047.52,49.24,38.3,4334.03,55.59,11.65,8.39,3774.9,3009.29,995.3,1278.6,1731.5,132169.46,34.56,3.23,196.8,1158.2,783.53,-13.2,-22.06,64.0,68.0,45.5,46.0,34.1,38.1,2024-04-02,87.1,32.1,2024-04-02,62.7,20.0,3.94,171.51,c02af945-0781-48c8-b2b8-cd3d76336ae6,ATHLETE_0588,3
2023-06-20,High School,,80-85,30.72,4630.66,3219.46,45.43,4756.8,494.25,272.25,0.46,-32.18,6.04,-12.28,6.52,7.95,1646.7,1636.72,147.24,26.32,3016.11,42.56,3.86,13.84,2404.7,1711.66,881.4,1048.7,1208.6,29165.19,21.11,2.09,103.8,,,,,49.0,59.0,28.3,26.6,46.7,53.6,2023-06-19,80.6,25.9,,,,2.46,155.91,a0277b69-aa72-4faa-b7d7-9bfdd290f216,ATHLETE_0606,1
2023-08-04,High School,<65,<80,30.2,3928.35,3307.06,46.13,3845.54,533.25,291.75,0.42,-31.86,8.62,-12.29,9.04,6.46,1567.13,1464.06,216.67,25.55,3014.48,42.05,8.32,5.48,2790.1,2089.91,1005.3,1133.0,1286.7,31277.52,25.83,2.16,114.56,,,,,65.0,57.0,41.4,31.4,37.3,42.3,2023-08-03,78.7,25.6,2023-08-07,61.7,24.2,2.97,157.72,a0277b69-aa72-4faa-b7d7-9bfdd290f216,ATHLETE_0606,2
2024-06-11,High School,,80-85,31.96,3632.23,3736.85,46.27,3971.43,561.33,310.67,0.44,-40.18,4.41,-0.83,9.04,-1.73,1718.28,1643.29,181.17,28.82,3609.62,44.7,6.33,2.48,3039.5,2249.08,1158.8,1264.0,1422.3,49138.71,19.91,2.25,110.27,994.52,994.52,-3.5,-3.51,60.0,54.0,,45.4,,50.1,2024-06-11,84.5,25.3,,,,2.84,177.67,a0277b69-aa72-4faa-b7d7-9bfdd290f216,ATHLETE_0606,3
2023-06-27,High School,,<80,36.32,3050.09,3895.66,53.39,3524.25,583.75,328.0,0.42,-42.12,-0.61,-15.32,-4.76,10.26,1574.19,1517.93,235.12,31.7,3634.36,49.81,-13.63,6.06,3183.8,2470.66,1105.9,1304.2,1679.8,143247.83,29.67,1.61,93.74,,,,,67.0,62.0,42.1,37.7,32.4,30.6,2023-06-26,66.4,15.6,,,,3.45,160.53,26153b78-71d6-4e59-b200-c1fc1d896be9,ATHLETE_0610,1
2023-08-22,High School,,<80,36.9,3319.23,4020.0,54.51,3658.57,529.5,322.5,0.46,-41.93,-1.25,-14.01,-5.26,10.27,1617.84,1568.08,176.68,32.68,3574.71,48.47,-4.11,7.03,3114.1,2391.45,1413.6,1825.2,2177.2,33463.95,22.25,1.77,93.99,,,,,56.0,58.0,38.3,34.4,31.8,31.9,2023-08-21,69.3,15.1,,,,3.31,162.25,26153b78-71d6-4e59-b200-c1fc1d896be9,ATHLETE_0610,2
2023-09-23,High School,,<80,36.24,3447.98,3856.46,52.55,3993.49,530.5,317.5,0.46,-42.58,-0.81,-10.92,-1.85,7.29,1629.04,1631.47,164.13,34.43,3711.03,50.57,-1.84,5.44,3589.9,2871.96,1272.1,1740.6,2199.2,9496.07,30.89,1.69,100.32,,,,,58.0,61.0,28.6,37.2,27.1,38.4,2023-10-05,71.9,19.6,,,,3.99,161.46,26153b78-71d6-4e59-b200-c1fc1d896be9,ATHLETE_0610,3
2024-06-25,High School,,<80,36.66,4365.36,4155.64,54.32,4735.86,474.67,278.33,0.57,-35.48,-1.18,-11.94,-5.18,8.37,1769.39,1739.24,189.22,35.09,4103.33,53.64,-4.0,3.94,3657.7,2905.92,1178.8,1637.8,2159.3,47771.74,28.84,2.58,149.96,826.58,826.58,8.43,8.44,60.0,61.0,,35.4,,31.9,2024-06-25,73.6,17.3,,,,3.87,168.3,26153b78-71d6-4e59-b200-c1fc1d896be9,ATHLETE_0610,4
